"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image14_15_red_T_h_15_blue_0_h.png","red","T",849,728,143.84313987427
"2","image14_15_red_T_h_15_blue_0_h.png","red","T",724,672,91.2066274395062
"3","image14_15_red_T_h_15_blue_0_h.png","red","T",1231,504,460.023965559284
"4","image14_15_red_T_h_15_blue_0_h.png","red","T",669,871,292.374387083107
"5","image14_15_red_T_h_15_blue_0_h.png","red","T",1002,839,324.508934990839
"6","image14_15_red_T_h_15_blue_0_h.png","red","T",524,876,376.575068508554
"7","image14_15_red_T_h_15_blue_0_h.png","red","T",526,609,255.456549904067
"8","image14_15_red_T_h_15_blue_0_h.png","red","T",906,171,447.771275938459
"9","image14_15_red_T_h_15_blue_0_h.png","red","T",964,666,193.864511679907
"10","image14_15_red_T_h_15_blue_0_h.png","red","T",376,232,548.183651302696
"11","image14_15_red_T_h_15_blue_0_h.png","red","T",991,275,387.659105687229
"12","image14_15_red_T_h_15_blue_0_h.png","red","T",1014,452,276.323449762934
"13","image14_15_red_T_h_15_blue_0_h.png","red","T",298,813,527.756429509759
"14","image14_15_red_T_h_15_blue_0_h.png","red","T",577,709,231.088112103491
"15","image14_15_red_T_h_15_blue_0_h.png","red","T",1069,599,287.674090286599
"16","image14_15_red_T_h_15_blue_0_h.png","blue","0",1165,721,167.861133083272
"17","image14_15_red_T_h_15_blue_0_h.png","blue","0",1187,826,264.655927573897
"18","image14_15_red_T_h_15_blue_0_h.png","blue","0",891,471,346.127953219615
"19","image14_15_red_T_h_15_blue_0_h.png","blue","0",1361,709,199.209839114437
"20","image14_15_red_T_h_15_blue_0_h.png","blue","0",1610,295,470.157803295872
"21","image14_15_red_T_h_15_blue_0_h.png","blue","0",883,320,419.630742439112
"22","image14_15_red_T_h_15_blue_0_h.png","blue","0",1413,474,208.973586847716
"23","image14_15_red_T_h_15_blue_0_h.png","blue","0",869,596,356.83772222118
"24","image14_15_red_T_h_15_blue_0_h.png","blue","0",1095,906,365.661537490614
"25","image14_15_red_T_h_15_blue_0_h.png","blue","0",1523,615,302.924016875519
"26","image14_15_red_T_h_15_blue_0_h.png","blue","0",818,237,521.622430499303
"27","image14_15_red_T_h_15_blue_0_h.png","blue","0",1323,221,356.890683543294
"28","image14_15_red_T_h_15_blue_0_h.png","blue","0",1574,866,461.978527639543
"29","image14_15_red_T_h_15_blue_0_h.png","blue","0",1364,314,286.335746982454
"30","image14_15_red_T_h_15_blue_0_h.png","blue","0",1290,889,331.554460081598
