"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",773,499,76.4213466396806
"2","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",457,548,320.833116883044
"3","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",647,545,133.167396743931
"4","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",796,334,242.106496310106
"5","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",1189,916,534.857509581342
"6","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",829,838,267.829340356048
"7","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",720,860,290.251997791957
"8","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",631,698,190.436049341738
"9","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",1125,663,359.19570648263
"10","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",918,204,397.320469590425
"11","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",791,656,81.9301870836113
"12","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",1174,265,504.163223128736
"13","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",460,412,356.308231108342
"14","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Horizontal",640,302,305.595956924971
"15","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","purple","Vertical",500,890,418.998276315733
"16","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1304,293,231.240519325177
"17","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1211,511,79.7670218685503
"18","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1491,329,280.098752426909
"19","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1015,782,377.022074213758
"20","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1037,896,449.896630102714
"21","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",894,404,413.469359337679
"22","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1429,242,314.334923997389
"23","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1618,405,349.102340932347
"24","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1424,707,227.133832305489
"25","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1603,225,432.917364452437
"26","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1595,856,451.159149056935
"27","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1008,596,290.837602642972
"28","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1342,824,304.716006216353
"29","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Vertical",1357,478,81.3784028133044
"30","image43_15_purple_Horizontal_nh_15_white_Vertical_nh.png","white","Horizontal",1018,309,346.378469949338
