"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",402,468,415.418530587594
"2","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",451,870,437.946369116382
"3","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",757,576,45.7145734117932
"4","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",522,485,297.057719793458
"5","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",797,821,220.936240173997
"6","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",1026,425,289.153400272051
"7","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",1249,873,528.982440372289
"8","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",301,378,542.408169391117
"9","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",966,296,348.427738403372
"10","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",1229,753,459.339840302242
"11","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",1098,264,451.912995559494
"12","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",903,507,141.91178793728
"13","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",613,702,209.357641900701
"14","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Horizontal",924,726,179.658997981052
"15","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","white","Vertical",700,857,274.235584043274
"16","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1328,497,60.5342878045162
"17","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1058,888,433.31028143814
"18","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1426,873,328.37844021799
"19","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1596,189,449.611832584508
"20","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",839,366,533.67330830762
"21","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1144,825,330.658131610278
"22","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1615,698,311.446945722702
"23","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1199,545,138.902123813857
"24","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1265,633,105.110418132552
"25","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1210,339,252.324394381518
"26","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1483,764,253.241386822928
"27","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1558,475,235.277708251334
"28","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1435,615,113.63538181394
"29","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1471,182,397.899484794841
"30","image36_15_white_Horizontal_nh_15_purple_Vertical_h.png","purple","Vertical",1434,463,134.647688431699
