"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",788,901,365.856486738843
"2","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",456,245,469.273803042768
"3","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",699,427,166.019985410057
"4","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",552,645,292.210487301344
"5","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",899,463,105.64832648409
"6","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",1178,747,412.128502074562
"7","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",926,752,238.317929572149
"8","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",980,256,321.541239794974
"9","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",898,584,88.1859903209625
"10","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",488,454,345.549951365774
"11","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",1133,355,359.007477483254
"12","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",1008,366,251.491488700689
"13","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",1158,882,480.655353542316
"14","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Vertical",643,166,412.444301963577
"15","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","white","Horizontal",546,810,389.345051193525
"16","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1139,620,189.432110383759
"17","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1516,449,224.747838946476
"18","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1306,449,99.1342075729216
"19","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1287,892,345.267805880852
"20","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",841,336,518.376688433335
"21","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1479,716,235.525492840537
"22","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1540,271,357.258997243052
"23","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1245,257,298.904763725468
"24","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",796,781,568.193973138673
"25","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1620,544,305.890270812554
"26","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1035,686,311.471760803091
"27","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1374,362,195.206705258241
"28","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1523,909,417.241805724743
"29","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1595,726,332.627906893641
"30","image52_15_white_Vertical_nh_15_purple_Horizontal_h.png","purple","Horizontal",1416,219,344.218328648806
