"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image7_15_purple_T_h_15_white_0_nh.png","purple","T",659,280,278.524940036296
"2","image7_15_purple_T_h_15_white_0_nh.png","purple","T",1105,509,321.684849227038
"3","image7_15_purple_T_h_15_white_0_nh.png","purple","T",516,260,379.622719142162
"4","image7_15_purple_T_h_15_white_0_nh.png","purple","T",672,762,258.552010671397
"5","image7_15_purple_T_h_15_white_0_nh.png","purple","T",931,759,273.055444105324
"6","image7_15_purple_T_h_15_white_0_nh.png","purple","T",325,775,520.738522570482
"7","image7_15_purple_T_h_15_white_0_nh.png","purple","T",458,903,496.14353657877
"8","image7_15_purple_T_h_15_white_0_nh.png","purple","T",1071,191,443.402987009435
"9","image7_15_purple_T_h_15_white_0_nh.png","purple","T",1089,816,418.894905939691
"10","image7_15_purple_T_h_15_white_0_nh.png","purple","T",836,475,74.9649399534357
"11","image7_15_purple_T_h_15_white_0_nh.png","purple","T",835,182,350.671558901235
"12","image7_15_purple_T_h_15_white_0_nh.png","purple","T",1000,551,217.190566605049
"13","image7_15_purple_T_h_15_white_0_nh.png","purple","T",597,440,207.010166148643
"14","image7_15_purple_T_h_15_white_0_nh.png","purple","T",1014,405,261.323826357686
"15","image7_15_purple_T_h_15_white_0_nh.png","purple","T",651,626,164.600148508101
"16","image7_15_purple_T_h_15_white_0_nh.png","white","0",1096,642,199.198136983702
"17","image7_15_purple_T_h_15_white_0_nh.png","white","0",1171,710,148.217737729928
"18","image7_15_purple_T_h_15_white_0_nh.png","white","0",1478,893,321.869276432391
"19","image7_15_purple_T_h_15_white_0_nh.png","white","0",1351,335,298.746544377969
"20","image7_15_purple_T_h_15_white_0_nh.png","white","0",930,893,450.603555738794
"21","image7_15_purple_T_h_15_white_0_nh.png","white","0",1626,737,348.613775465693
"22","image7_15_purple_T_h_15_white_0_nh.png","white","0",1504,795,267.484761767428
"23","image7_15_purple_T_h_15_white_0_nh.png","white","0",1236,168,464.131193138798
"24","image7_15_purple_T_h_15_white_0_nh.png","white","0",1284,708,80.3203862319178
"25","image7_15_purple_T_h_15_white_0_nh.png","white","0",1433,594,142.48168693243
"26","image7_15_purple_T_h_15_white_0_nh.png","white","0",1242,603,58.5317387785844
"27","image7_15_purple_T_h_15_white_0_nh.png","white","0",1508,353,348.321447963101
"28","image7_15_purple_T_h_15_white_0_nh.png","white","0",1354,812,192.928737563324
"29","image7_15_purple_T_h_15_white_0_nh.png","white","0",1430,430,240.12419934507
"30","image7_15_purple_T_h_15_white_0_nh.png","white","T",778,753,531.543505065933
