"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image31_15_purple_0_h_15_white_T_h.png","purple","0",904,838,352.225641062973
"2","image31_15_purple_0_h_15_white_T_h.png","purple","0",1115,406,362.573627771734
"3","image31_15_purple_0_h_15_white_T_h.png","purple","0",741,395,121.039809796428
"4","image31_15_purple_0_h_15_white_T_h.png","purple","0",654,783,293.410807950597
"5","image31_15_purple_0_h_15_white_T_h.png","purple","0",1163,813,495.665178208929
"6","image31_15_purple_0_h_15_white_T_h.png","purple","0",871,423,136.291729593382
"7","image31_15_purple_0_h_15_white_T_h.png","purple","0",563,586,218.156905816789
"8","image31_15_purple_0_h_15_white_T_h.png","purple","0",464,517,304.561382245937
"9","image31_15_purple_0_h_15_white_T_h.png","purple","0",544,193,390.806732570234
"10","image31_15_purple_0_h_15_white_T_h.png","purple","0",371,336,435.102940565665
"11","image31_15_purple_0_h_15_white_T_h.png","purple","0",992,237,355.020800642566
"12","image31_15_purple_0_h_15_white_T_h.png","purple","0",1262,507,493.501538892118
"13","image31_15_purple_0_h_15_white_T_h.png","purple","0",743,907,394.959536605404
"14","image31_15_purple_0_h_15_white_T_h.png","purple","0",355,456,417.425005905918
"15","image31_15_purple_0_h_15_white_T_h.png","purple","0",786,296,217.568921391718
"16","image31_15_purple_0_h_15_white_T_h.png","white","T",1427,502,167.476923783547
"17","image31_15_purple_0_h_15_white_T_h.png","white","T",1271,642,68.5545038637141
"18","image31_15_purple_0_h_15_white_T_h.png","white","T",1424,633,159.846551417289
"19","image31_15_purple_0_h_15_white_T_h.png","white","T",995,673,297.685605967101
"20","image31_15_purple_0_h_15_white_T_h.png","white","T",1320,917,346.258458380442
"21","image31_15_purple_0_h_15_white_T_h.png","white","T",1591,286,426.838283193999
"22","image31_15_purple_0_h_15_white_T_h.png","white","T",1443,376,258.975906215231
"23","image31_15_purple_0_h_15_white_T_h.png","white","T",839,693,452.632212729054
"24","image31_15_purple_0_h_15_white_T_h.png","white","T",1534,843,373.292003664691
"25","image31_15_purple_0_h_15_white_T_h.png","white","T",1007,831,372.022472439502
"26","image31_15_purple_0_h_15_white_T_h.png","white","T",1566,179,489.940118790042
"27","image31_15_purple_0_h_15_white_T_h.png","white","T",1154,296,303.064877542747
"28","image31_15_purple_0_h_15_white_T_h.png","white","T",1290,820,246.82042054903
"29","image31_15_purple_0_h_15_white_T_h.png","white","T",1419,750,227.333499511181
"30","image31_15_purple_0_h_15_white_T_h.png","white","T",854,163,588.505666922588
