"","Image_Name","Color","Shape","X","Y","Distance_From_Center"
"1","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",352,529,390.517360547376
"2","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",346,202,529.453689087997
"3","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",1242,591,501.652810439872
"4","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",421,790,398.361404868605
"5","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",889,674,190.135589046928
"6","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",556,269,339.955794511907
"7","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",884,428,189.864887632115
"8","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",671,673,138.664134592267
"9","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",421,650,334.868843313651
"10","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",506,597,239.671043075481
"11","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",1034,870,430.632568309561
"12","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",1194,248,545.910257175013
"13","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",864,162,410.370737531591
"14","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Vertical",763,868,314.985410596886
"15","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","blue","Horizontal",983,755,314.194009420224
"16","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1594,458,271.108686692256
"17","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1440,819,298.525241813821
"18","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",852,273,551.946120558882
"19","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1353,308,232.068352000009
"20","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1319,730,191.30426027666
"21","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1218,748,239.367332775381
"22","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1622,572,288.448123585507
"23","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1024,458,321.863200754606
"24","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1619,209,435.422920848225
"25","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1553,742,297.315522635465
"26","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1308,491,55.61762310635
"27","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1631,896,463.187780495125
"28","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1097,578,241.504699747231
"29","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",1429,221,331.872746696682
"30","image49_15_blue_Vertical_nh_15_red_Horizontal_h.png","red","Horizontal",972,588,366.635404727912
